resource	comparison	module_id	block	removed_genes	remaining_up	remaining_down	delta_S_full	delta_S_after_block_removal	change_in_delta_S	status
original_hDRG_DPN_control	original_hDRG_DPN_control	late_shared_concordant_neuronal_core	yellow	5	45	77	0.03727446063565225	0.03576532227467935	-0.0015091383609728976	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	black	13	299	316	-0.00252312133240219	-0.0020884247769146795	0.00043469655548751063	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	blue	52	293	283	-0.00252312133240219	-0.0006216973614609294	0.0019014239709412607	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	brown	48	284	296	-0.00252312133240219	-0.0026378994767151023	-0.00011477814431291216	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	green	29	276	323	-0.00252312133240219	-0.0031701234489207517	-0.0006470021165185615	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	magenta	4	299	325	-0.00252312133240219	-0.0027409431839980503	-0.00021782185159586022	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	pink	5	299	324	-0.00252312133240219	-0.002182035599929598	0.0003410857324725922	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	red	16	294	318	-0.00252312133240219	-0.0036683562376140398	-0.0011452349052118497	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	turquoise	74	249	305	-0.00252312133240219	-0.0035798173269600614	-0.0010566959945578712	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_early_allcell	yellow	30	287	311	-0.00252312133240219	-0.0027166892994283784	-0.00019356796702618825	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	black	72	1318	1692	0.02335549880337426	0.022998143468662746	-0.00035735533471151215	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	blue	156	1306	1620	0.02335549880337426	0.02281624382188157	-0.0005392549814926886	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	brown	187	1327	1568	0.02335549880337426	0.023312377769822347	-4.312103355191138e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	green	66	1367	1649	0.02335549880337426	0.023973410367294043	0.0006179115639197846	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	magenta	18	1366	1698	0.02335549880337426	0.023357766254976382	2.2674516021239932e-06	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	pink	45	1342	1695	0.02335549880337426	0.023480232790146105	0.00012473398677184666	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	red	76	1372	1634	0.02335549880337426	0.023812985135155337	0.0004574863317810783	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	turquoise	178	1246	1658	0.02335549880337426	0.024007153111081633	0.000651654307707375	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_allcell	yellow	169	1265	1648	0.02335549880337426	0.023039329499150468	-0.0003161693042237901	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	black	9	126	294	0.010691270352071087	0.010470792685211313	-0.00022047766685977417	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	blue	24	119	286	0.010691270352071087	0.00772168115430862	-0.002969589197762467	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	brown	41	125	263	0.010691270352071087	0.009467805999016546	-0.001223464353054541	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	green	19	129	281	0.010691270352071087	0.010930596312057323	0.00023932595998623664	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	magenta	2	129	298	0.010691270352071087	0.010702921426025329	1.1651073954241711e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	pink	6	128	295	0.010691270352071087	0.0112065461367055	0.0005152757846344138	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	red	13	125	291	0.010691270352071087	0.010361684638466314	-0.0003295857136047728	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	turquoise	43	116	270	0.010691270352071087	0.012525565874715256	0.001834295522644169	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_late_neuron	yellow	21	125	283	0.010691270352071087	0.01119988992494943	0.0005086195728783438	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	black	2	314	132	0.007691667502786271	0.007989780381014916	0.00029811287822864487	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	blue	37	299	112	0.007691667502786271	0.009622256625630222	0.001930589122843951	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	brown	28	302	118	0.007691667502786271	0.008510355033421067	0.0008186875306347959	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	green	14	303	131	0.007691667502786271	0.007235026341648408	-0.0004566411611378633	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	magenta	3	311	134	0.007691667502786271	0.007633136385148544	-5.853111763772737e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	pink	3	312	133	0.007691667502786271	0.007659474357665284	-3.219314512098708e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	red	10	310	128	0.007691667502786271	0.00783138158438463	0.00013971408159835826	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	turquoise	36	281	131	0.007691667502786271	0.007085260446756111	-0.0006064070560301603	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_severity	yellow	24	302	122	0.007691667502786271	0.008393529805548196	0.000701862302761925	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	black	2	16	41	0.018578071597273142	0.018520336480928917	-5.773511634422565e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	blue	4	16	39	0.018578071597273142	0.02636323126060156	0.007785159663328416	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	brown	1	16	42	0.018578071597273142	0.017721095487505587	-0.000856976109767555	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	pink	1	16	42	0.018578071597273142	0.019096084821156736	0.0005180132238835934	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	red	1	16	42	0.018578071597273142	0.016287738012375527	-0.002290333584897615	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	turquoise	3	16	40	0.018578071597273142	0.020772511637779933	0.0021944400405067913	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	original_xenium	yellow	5	15	39	0.018578071597273142	0.018150876157718116	-0.00042719543955502606	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	black	2	219	116	0.008988690922364947	0.009328865424848126	0.0003401745024831787	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	blue	31	208	98	0.008988690922364947	0.011112387011970107	0.0021236960896051597	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	brown	23	210	104	0.008988690922364947	0.009373628416936253	0.0003849374945713059	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	green	11	211	115	0.008988690922364947	0.00860979128893147	-0.0003788996334334778	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	magenta	2	217	118	0.008988690922364947	0.008984463112935458	-4.227809429489457e-06	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	pink	2	218	117	0.008988690922364947	0.008957080323250405	-3.161059911454232e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	red	8	217	112	0.008988690922364947	0.00905692733035579	6.823640799084353e-05	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	turquoise	27	195	115	0.008988690922364947	0.008238250140482262	-0.0007504407818826851	COMPLETED
original_hDRG_DPN_control	original_hDRG_DPN_control	severity_neuron_residual	yellow	19	211	107	0.008988690922364947	0.009592165336158	0.0006034744137930533	COMPLETED
