gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol
EIF4G3	EIF4G3	False	8672	official_exact	EIF4G3
AL031005.2	AL031005.2	False		unresolved_or_ambiguous	
ECE1	ECE1	False	1889	official_exact	ECE1
AL031005.1	AL031005.1	False		unresolved_or_ambiguous	
AL031728.1	AL031728.1	False		unresolved_or_ambiguous	
AL592309.2	AL592309.2	False		unresolved_or_ambiguous	
NBPF3	NBPF3	False	84224	official_exact	NBPF3
ALPL	ALPL	False	249	official_exact	ALPL
LINC02596	LINC02596	False	105376834	official_exact	LINC02596
RAP1GAP	RAP1GAP	False	5909	official_exact	RAP1GAP
USP48	USP48	False	84196	official_exact	USP48
LDLRAD2	LDLRAD2	False	401944	official_exact	LDLRAD2
HSPG2	HSPG2	False	3339	official_exact	HSPG2
CELA3B	CELA3B	False	23436	official_exact	CELA3B
CELA3A	CELA3A	False	10136	official_exact	CELA3A
LINC01635	LINC01635	False	101928043	official_exact	LINC01635
LINC00339	LINC00339	False	29092	official_exact	LINC00339
CDC42	CDC42	False	998	official_exact	CDC42
CDC42-AS1	CDC42-AS1	False	112268223	official_exact	CDC42-AS1
CDC42-IT1	CDC42-IT1	False	100874292	official_exact	CDC42-IT1
WNT4	WNT4	False	54361	official_exact	WNT4
AL445253.1	AL445253.1	False		unresolved_or_ambiguous	
ZBTB40	ZBTB40	False	9923	official_exact	ZBTB40
ZBTB40-IT1	ZBTB40-IT1	False	100874345	official_exact	ZBTB40-IT1
EPHA8	EPHA8	False	2046	official_exact	EPHA8
C1QA	C1QA	False	712	official_exact	C1QA
C1QC	C1QC	False	714	official_exact	C1QC
C1QB	C1QB	False	713	official_exact	C1QB
EPHB2	EPHB2	False	2048	official_exact	EPHB2
AL512444.1	AL512444.1	False		unresolved_or_ambiguous	
LACTBL1	LACTBL1	False	646262	official_exact	LACTBL1
TEX46	TEX46	False	729059	official_exact	TEX46
KDM1A	KDM1A	False	23028	official_exact	KDM1A
LUZP1	LUZP1	False	7798	official_exact	LUZP1
HTR1D	HTR1D	False	3352	official_exact	HTR1D
LINC01355	LINC01355	False	100996511	official_exact	LINC01355
AL109936.6	AL109936.6	False		unresolved_or_ambiguous	
HNRNPR	HNRNPR	False	10236	official_exact	HNRNPR
ZNF436	ZNF436	False	80818	official_exact	ZNF436
ZNF436-AS1	ZNF436-AS1	False	148898	official_exact	ZNF436-AS1
AL109936.2	AL109936.2	False		unresolved_or_ambiguous	
TCEA3	TCEA3	False	6920	official_exact	TCEA3
ASAP3	ASAP3	False	55616	official_exact	ASAP3
E2F2	E2F2	False	1870	official_exact	E2F2
AL021154.1	AL021154.1	False		unresolved_or_ambiguous	
ID3	ID3	False	3399	official_exact	ID3
AL450043.1	AL450043.1	False		unresolved_or_ambiguous	
MDS2	MDS2	False	259283	official_exact	MDS2
RPL11	RPL11	False	6135	official_exact	RPL11
ELOA-AS1	ELOA-AS1	False	100506963	official_exact	ELOA-AS1
ELOA	ELOA	False	6924	official_exact	ELOA
PITHD1	PITHD1	False	57095	official_exact	PITHD1
LYPLA2	LYPLA2	False	11313	official_exact	LYPLA2
GALE	GALE	False	2582	official_exact	GALE
HMGCL	HMGCL	False	3155	official_exact	HMGCL
FUCA1	FUCA1	False	2517	official_exact	FUCA1
CNR2	CNR2	False	1269	official_exact	CNR2
AL590609.3	AL590609.3	False		unresolved_or_ambiguous	
PNRC2	PNRC2	False	55629	official_exact	PNRC2
SRSF10	SRSF10	False	10772	official_exact	SRSF10
AL591178.1	AL591178.1	False		unresolved_or_ambiguous	
MYOM3	MYOM3	False	127294	official_exact	MYOM3
AL591178.2	AL591178.2	False		unresolved_or_ambiguous	
IL22RA1	IL22RA1	False	58985	official_exact	IL22RA1
IFNLR1	IFNLR1	False	163702	official_exact	IFNLR1
LINC02800	LINC02800	False	284632	official_exact	LINC02800
AL138902.1	AL138902.1	False		unresolved_or_ambiguous	
GRHL3	GRHL3	False	57822	official_exact	GRHL3
STPG1	STPG1	False	90529	official_exact	STPG1
NIPAL3	NIPAL3	False	57185	official_exact	NIPAL3
RCAN3AS	RCAN3AS	False	100750325	official_exact	RCAN3AS
RCAN3	RCAN3	False	11123	official_exact	RCAN3
NCMAP-DT	NCMAP-DT	False	100506985	official_exact	NCMAP-DT
NCMAP	NCMAP	False	400746	official_exact	NCMAP
SRRM1	SRRM1	False	10250	official_exact	SRRM1
AL445648.1	AL445648.1	False		unresolved_or_ambiguous	
CLIC4	CLIC4	False	25932	official_exact	CLIC4
RUNX3	RUNX3	False	864	official_exact	RUNX3
AL445471.1	AL445471.1	False		unresolved_or_ambiguous	
AL445471.2	AL445471.2	False		unresolved_or_ambiguous	
LINC02793	LINC02793	False	105376879	official_exact	LINC02793
AL050344.1	AL050344.1	False		unresolved_or_ambiguous	
AL031432.1	AL031432.1	False		unresolved_or_ambiguous	
SYF2	SYF2	False	25949	official_exact	SYF2
AL031432.4	AL031432.4	False		unresolved_or_ambiguous	
AL031432.5	AL031432.5	False		unresolved_or_ambiguous	
RSRP1	RSRP1	False	57035	official_exact	RSRP1
AL031432.3	AL031432.3	False		unresolved_or_ambiguous	
RHD	RHD	False	6007	official_exact	RHD
TMEM50A	TMEM50A	False	23585	official_exact	TMEM50A
RHCE	RHCE	False	6006	official_exact	RHCE
MACO1	MACO1	False	55219	official_exact	MACO1
LDLRAP1	LDLRAP1	False	26119	official_exact	LDLRAP1
AL606491.1	AL606491.1	False		unresolved_or_ambiguous	
MAN1C1	MAN1C1	False	57134	official_exact	MAN1C1
AL031280.1	AL031280.1	False		unresolved_or_ambiguous	
SELENON	SELENON	False	57190	official_exact	SELENON
AL020996.1	AL020996.1	False		unresolved_or_ambiguous	
MTFR1L	MTFR1L	False	56181	official_exact	MTFR1L
AUNIP	AUNIP	False	79000	official_exact	AUNIP
AL033528.2	AL033528.2	False		unresolved_or_ambiguous	
PAQR7	PAQR7	False	164091	official_exact	PAQR7
STMN1	STMN1	False	3925	official_exact	STMN1
PAFAH2	PAFAH2	False	5051	official_exact	PAFAH2
EXTL1	EXTL1	False	2134	official_exact	EXTL1
SLC30A2	SLC30A2	False	7780	official_exact	SLC30A2
AL391650.2	AL391650.2	False		unresolved_or_ambiguous	
TRIM63	TRIM63	False	84676	official_exact	TRIM63
PDIK1L	PDIK1L	False	149420	official_exact	PDIK1L
FAM110D	FAM110D	False	79927	official_exact	FAM110D
C1orf232	C1orf232	False	110806296	official_exact	C1orf232
AL391650.1	AL391650.1	False		unresolved_or_ambiguous	
ZNF593	ZNF593	False	51042	official_exact	ZNF593
CNKSR1	CNKSR1	False	10256	official_exact	CNKSR1
CATSPER4	CATSPER4	False	378807	official_exact	CATSPER4
CEP85	CEP85	False	64793	official_exact	CEP85
SH3BGRL3	SH3BGRL3	False	83442	official_exact	SH3BGRL3
UBXN11	UBXN11	False	91544	official_exact	UBXN11
CD52	CD52	False	1043	official_exact	CD52
CRYBG2	CRYBG2	False	55057	official_exact	CRYBG2
ZNF683	ZNF683	False	257101	official_exact	ZNF683
LIN28A	LIN28A	False	79727	official_exact	LIN28A
DHDDS	DHDDS	False	79947	official_exact	DHDDS
AL513365.2	AL513365.2	False		unresolved_or_ambiguous	
HMGN2	HMGN2	False	3151	official_exact	HMGN2
RPS6KA1	RPS6KA1	False	6195	official_exact	RPS6KA1
AL512408.1	AL512408.1	False		unresolved_or_ambiguous	
ARID1A	ARID1A	False	8289	official_exact	ARID1A
PIGV	PIGV	False	55650	official_exact	PIGV
ZDHHC18	ZDHHC18	False	84243	official_exact	ZDHHC18
SFN	SFN	False	2810	official_exact	SFN
GPN2	GPN2	False	54707	official_exact	GPN2
AL034380.1	AL034380.1	False		unresolved_or_ambiguous	
GPATCH3	GPATCH3	False	63906	official_exact	GPATCH3
NUDC	NUDC	False	10726	official_exact	NUDC
NR0B2	NR0B2	False	8431	official_exact	NR0B2
KDF1	KDF1	False	126695	official_exact	KDF1
TRNP1	TRNP1	False	388610	official_exact	TRNP1
TENT5B	TENT5B	False	115572	official_exact	TENT5B
SLC9A1	SLC9A1	False	6548	official_exact	SLC9A1
AL590640.1	AL590640.1	False		unresolved_or_ambiguous	
WDTC1	WDTC1	False	23038	official_exact	WDTC1
TMEM222	TMEM222	False	84065	official_exact	TMEM222
SYTL1	SYTL1	False	84958	official_exact	SYTL1
MAP3K6	MAP3K6	False	9064	official_exact	MAP3K6
FCN3	FCN3	False	8547	official_exact	FCN3
CD164L2	CD164L2	False	388611	official_exact	CD164L2
GPR3	GPR3	False	2827	official_exact	GPR3
WASF2	WASF2	False	10163	official_exact	WASF2
FO393419.2	FO393419.2	False		unresolved_or_ambiguous	
BX293535.1	BX293535.1	False		unresolved_or_ambiguous	
AHDC1	AHDC1	False	27245	official_exact	AHDC1
FGR	FGR	False	2268	official_exact	FGR
LINC02574	LINC02574	False	111216282	official_exact	LINC02574
IFI6	IFI6	False	2537	official_exact	IFI6
AL445490.1	AL445490.1	False		unresolved_or_ambiguous	
AL020997.5	AL020997.5	False		unresolved_or_ambiguous	
FAM76A	FAM76A	False	199870	official_exact	FAM76A
STX12	STX12	False	23673	official_exact	STX12
AL020997.2	AL020997.2	False		unresolved_or_ambiguous	
AL020997.3	AL020997.3	False		unresolved_or_ambiguous	
AL020997.4	AL020997.4	False		unresolved_or_ambiguous	
PPP1R8	PPP1R8	False	5511	official_exact	PPP1R8
THEMIS2	THEMIS2	False	9473	official_exact	THEMIS2
RPA2	RPA2	False	6118	official_exact	RPA2
SMPDL3B	SMPDL3B	False	27293	official_exact	SMPDL3B
AL512288.1	AL512288.1	False		unresolved_or_ambiguous	
XKR8	XKR8	False	55113	official_exact	XKR8
EYA3	EYA3	False	2140	official_exact	EYA3
PTAFR	PTAFR	False	5724	official_exact	PTAFR
DNAJC8	DNAJC8	False	22826	official_exact	DNAJC8
ATP5IF1	ATP5IF1	False	93974	official_exact	ATP5IF1
AL353622.1	AL353622.1	False		unresolved_or_ambiguous	
AL353622.2	AL353622.2	False		unresolved_or_ambiguous	
SESN2	SESN2	False	83667	official_exact	SESN2
MED18	MED18	False	54797	official_exact	MED18
PHACTR4	PHACTR4	False	65979	official_exact	PHACTR4
RCC1	RCC1	False	1104	official_exact	RCC1
SNHG3	SNHG3	False	8420	official_exact	SNHG3
TRNAU1AP	TRNAU1AP	False	54952	official_exact	TRNAU1AP
SNHG12	SNHG12	False	85028	official_exact	SNHG12
TAF12	TAF12	False	6883	official_exact	TAF12
RAB42	RAB42	False	115273	official_exact	RAB42
LINC01715	LINC01715	False	105378616	unique_synonym	TAF12-DT
AL360012.1	AL360012.1	False		unresolved_or_ambiguous	
GMEB1	GMEB1	False	10691	official_exact	GMEB1
YTHDF2	YTHDF2	False	51441	official_exact	YTHDF2
OPRD1	OPRD1	False	4985	official_exact	OPRD1
AL009181.1	AL009181.1	False		unresolved_or_ambiguous	
EPB41	EPB41	False	2035	official_exact	EPB41
TMEM200B	TMEM200B	False	399474	official_exact	TMEM200B
AL357500.1	AL357500.1	False		unresolved_or_ambiguous	
SRSF4	SRSF4	False	6429	official_exact	SRSF4
MECR	MECR	False	51102	official_exact	MECR
AL590729.1	AL590729.1	False		unresolved_or_ambiguous	
PTPRU	PTPRU	False	10076	official_exact	PTPRU
LINC01756	LINC01756	False	101928460	official_exact	LINC01756
AC092265.1	AC092265.1	False		unresolved_or_ambiguous	
AL645944.2	AL645944.2	False		unresolved_or_ambiguous	
LINC01648	LINC01648	False	101929406	official_exact	LINC01648
AL137076.1	AL137076.1	False		unresolved_or_ambiguous	
AL161638.2	AL161638.2	False		unresolved_or_ambiguous	
AL161638.1	AL161638.1	False		unresolved_or_ambiguous	
MATN1	MATN1	False	4146	official_exact	MATN1
MATN1-AS1	MATN1-AS1	False	100129196	official_exact	MATN1-AS1
AL137857.1	AL137857.1	False		unresolved_or_ambiguous	
LAPTM5	LAPTM5	False	7805	official_exact	LAPTM5
AL137027.1	AL137027.1	False		unresolved_or_ambiguous	
LINC01778	LINC01778	False	105378622	official_exact	LINC01778
AL445235.1	AL445235.1	False		unresolved_or_ambiguous	
SDC3	SDC3	False	9672	official_exact	SDC3
PUM1	PUM1	False	9698	official_exact	PUM1
NKAIN1	NKAIN1	False	79570	official_exact	NKAIN1
SNRNP40	SNRNP40	False	9410	official_exact	SNRNP40
ZCCHC17	ZCCHC17	False	51538	official_exact	ZCCHC17
AL451070.1	AL451070.1	False		unresolved_or_ambiguous	
FABP3	FABP3	False	2170	official_exact	FABP3
SERINC2	SERINC2	False	347735	official_exact	SERINC2
LINC01226	LINC01226	False	284551	official_exact	LINC01226
AC114488.1	AC114488.1	False		unresolved_or_ambiguous	
TINAGL1	TINAGL1	False	64129	official_exact	TINAGL1
HCRTR1	HCRTR1	False	3061	official_exact	HCRTR1
PEF1	PEF1	False	553115	official_exact	PEF1
AC114488.2	AC114488.2	False		unresolved_or_ambiguous	
COL16A1	COL16A1	False	1307	official_exact	COL16A1
ADGRB2	ADGRB2	False	576	official_exact	ADGRB2
AL354919.2	AL354919.2	False		unresolved_or_ambiguous	
SPOCD1	SPOCD1	False	90853	official_exact	SPOCD1
AL354919.1	AL354919.1	False		unresolved_or_ambiguous	
PTP4A2	PTP4A2	False	8073	official_exact	PTP4A2
AL136115.1	AL136115.1	False		unresolved_or_ambiguous	
AL136115.3	AL136115.3	False		unresolved_or_ambiguous	
KHDRBS1	KHDRBS1	False	10657	official_exact	KHDRBS1
AL445248.1	AL445248.1	False		unresolved_or_ambiguous	
TMEM39B	TMEM39B	False	55116	official_exact	TMEM39B
KPNA6	KPNA6	False	23633	official_exact	KPNA6
TXLNA	TXLNA	False	200081	official_exact	TXLNA
CCDC28B	CCDC28B	False	79140	official_exact	CCDC28B
AL049795.1	AL049795.1	False		unresolved_or_ambiguous	
IQCC	IQCC	False	55721	official_exact	IQCC
DCDC2B	DCDC2B	False	149069	official_exact	DCDC2B
TMEM234	TMEM234	False	56063	official_exact	TMEM234
EIF3I	EIF3I	False	8668	official_exact	EIF3I
FAM167B	FAM167B	False	84734	official_exact	FAM167B
LCK	LCK	False	3932	official_exact	LCK
HDAC1	HDAC1	False	3065	official_exact	HDAC1
MARCKSL1	MARCKSL1	False	65108	official_exact	MARCKSL1
AL109945.1	AL109945.1	False		unresolved_or_ambiguous	
TSSK3	TSSK3	False	81629	official_exact	TSSK3
FAM229A	FAM229A	False	100128071	official_exact	FAM229A
BSDC1	BSDC1	False	55108	official_exact	BSDC1
ZBTB8B	ZBTB8B	False	728116	official_exact	ZBTB8B
ZBTB8A	ZBTB8A	False	653121	official_exact	ZBTB8A
ZBTB8OS	ZBTB8OS	False	339487	unique_synonym	TSLIG1
RBBP4	RBBP4	False	5928	official_exact	RBBP4
SYNC	SYNC	False	81493	official_exact	SYNC
AC114489.1	AC114489.1	False		unresolved_or_ambiguous	
KIAA1522	KIAA1522	False	57648	unique_synonym	NHSL3
YARS	YARS	False	8565	unique_synonym	YARS1
S100PBP	S100PBP	False	64766	official_exact	S100PBP
FNDC5	FNDC5	False	252995	official_exact	FNDC5
HPCA	HPCA	False	3208	official_exact	HPCA
TMEM54	TMEM54	False	113452	official_exact	TMEM54
AL031602.2	AL031602.2	False		unresolved_or_ambiguous	
RNF19B	RNF19B	False	127544	official_exact	RNF19B
AL020995.1	AL020995.1	False		unresolved_or_ambiguous	
AK2	AK2	False	204	official_exact	AK2
AZIN2	AZIN2	False	113451	official_exact	AZIN2
TRIM62	TRIM62	False	55223	official_exact	TRIM62
AL662907.3	AL662907.3	False		unresolved_or_ambiguous	
ZNF362	ZNF362	False	149076	official_exact	ZNF362
AL513327.3	AL513327.3	False		unresolved_or_ambiguous	
A3GALT2	A3GALT2	False	127550	official_exact	A3GALT2
AL513327.1	AL513327.1	False		unresolved_or_ambiguous	
PHC2	PHC2	False	1912	official_exact	PHC2
AL513327.2	AL513327.2	False		unresolved_or_ambiguous	
ZSCAN20	ZSCAN20	False	7579	official_exact	ZSCAN20
CSMD2	CSMD2	False	114784	official_exact	CSMD2
HMGB4	HMGB4	False	127540	official_exact	HMGB4
CSMD2-AS1	CSMD2-AS1	False	402779	official_exact	CSMD2-AS1
C1orf94	C1orf94	False	84970	official_exact	C1orf94
AC099565.1	AC099565.1	False		unresolved_or_ambiguous	
SMIM12	SMIM12	False	113444	official_exact	SMIM12
GJB5	GJB5	False	2709	official_exact	GJB5
GJB4	GJB4	False	127534	official_exact	GJB4
AL121988.1	AL121988.1	False		unresolved_or_ambiguous	
GJB3	GJB3	False	2707	official_exact	GJB3
GJA4	GJA4	False	2701	official_exact	GJA4
AL122010.1	AL122010.1	False		unresolved_or_ambiguous	
DLGAP3	DLGAP3	False	58512	official_exact	DLGAP3
TMEM35B	TMEM35B	False	100506144	official_exact	TMEM35B
ZMYM6	ZMYM6	False	9204	official_exact	ZMYM6
ZMYM1	ZMYM1	False	79830	official_exact	ZMYM1
AL590434.1	AL590434.1	False		unresolved_or_ambiguous	
SFPQ	SFPQ	False	6421	official_exact	SFPQ
ZMYM4	ZMYM4	False	9202	official_exact	ZMYM4
ZMYM4-AS1	ZMYM4-AS1	False	100861513	official_exact	ZMYM4-AS1
KIAA0319L	KIAA0319L	False	79932	official_exact	KIAA0319L
NCDN	NCDN	False	23154	official_exact	NCDN
AC004865.2	AC004865.2	False		unresolved_or_ambiguous	
TFAP2E	TFAP2E	False	339488	official_exact	TFAP2E
PSMB2	PSMB2	False	5690	official_exact	PSMB2
C1orf216	C1orf216	False	127703	official_exact	C1orf216
CLSPN	CLSPN	False	63967	official_exact	CLSPN
AL354864.1	AL354864.1	False		unresolved_or_ambiguous	
AGO4	AGO4	False	192670	official_exact	AGO4
AGO1	AGO1	False	26523	official_exact	AGO1
AL139286.3	AL139286.3	False		unresolved_or_ambiguous	
AL139286.2	AL139286.2	False		unresolved_or_ambiguous	
AGO3	AGO3	False	192669	official_exact	AGO3
AL138787.2	AL138787.2	False		unresolved_or_ambiguous	
TEKT2	TEKT2	False	27285	official_exact	TEKT2
ADPRHL2	ADPRHL2	False	54936	unique_synonym	ADPRS
COL8A2	COL8A2	False	1296	official_exact	COL8A2
TRAPPC3	TRAPPC3	False	27095	official_exact	TRAPPC3
MAP7D1	MAP7D1	False	55700	official_exact	MAP7D1
THRAP3	THRAP3	False	9967	official_exact	THRAP3
SH3D21	SH3D21	False	79729	unique_synonym	MNMIP1
EVA1B	EVA1B	False	55194	official_exact	EVA1B
AL591845.1	AL591845.1	False		unresolved_or_ambiguous	
STK40	STK40	False	83931	official_exact	STK40
LSM10	LSM10	False	84967	official_exact	LSM10
OSCP1	OSCP1	False	127700	official_exact	OSCP1
MRPS15	MRPS15	False	64960	official_exact	MRPS15
CSF3R	CSF3R	False	1441	official_exact	CSF3R
AL596257.1	AL596257.1	False		unresolved_or_ambiguous	
AC117945.2	AC117945.2	False		unresolved_or_ambiguous	
AC117945.1	AC117945.1	False		unresolved_or_ambiguous	
GRIK3	GRIK3	False	2899	official_exact	GRIK3
AL031430.1	AL031430.1	False		unresolved_or_ambiguous	
AL353604.1	AL353604.1	False		unresolved_or_ambiguous	
LINC01137	LINC01137	False	728431	unique_synonym	LITATS1
ZC3H12A	ZC3H12A	False	80149	official_exact	ZC3H12A
MEAF6	MEAF6	False	64769	official_exact	MEAF6
SNIP1	SNIP1	False	79753	official_exact	SNIP1
DNALI1	DNALI1	False	7802	official_exact	DNALI1
GNL2	GNL2	False	29889	official_exact	GNL2
AL513220.1	AL513220.1	False		unresolved_or_ambiguous	
RSPO1	RSPO1	False	284654	official_exact	RSPO1
C1orf109	C1orf109	False	54955	unique_synonym	AIRIM
CDCA8	CDCA8	False	55143	official_exact	CDCA8
EPHA10	EPHA10	False	284656	official_exact	EPHA10
MANEAL	MANEAL	False	149175	official_exact	MANEAL
AL929472.3	AL929472.3	False		unresolved_or_ambiguous	
YRDC	YRDC	False	79693	official_exact	YRDC
C1orf122	C1orf122	False	127687	official_exact	C1orf122
MTF1	MTF1	False	4520	official_exact	MTF1
AL929472.2	AL929472.2	False		unresolved_or_ambiguous	
INPP5B	INPP5B	False	3633	official_exact	INPP5B
SF3A3	SF3A3	False	10946	official_exact	SF3A3
FHL3	FHL3	False	2275	official_exact	FHL3
UTP11	UTP11	False	51118	official_exact	UTP11
POU3F1	POU3F1	False	5453	official_exact	POU3F1
MIR3659HG	MIR3659HG	False	105378653	official_exact	MIR3659HG
LINC02786	LINC02786	False	105378655	official_exact	LINC02786
AL390839.1	AL390839.1	False		unresolved_or_ambiguous	
AL390839.2	AL390839.2	False		unresolved_or_ambiguous	
LINC01343	LINC01343	False	339442	official_exact	LINC01343
LINC01685	LINC01685	False	105378656	official_exact	LINC01685
AL354702.2	AL354702.2	False		unresolved_or_ambiguous	
RRAGC	RRAGC	False	64121	official_exact	RRAGC
AL139260.1	AL139260.1	False		unresolved_or_ambiguous	
MYCBP	MYCBP	False	26292	official_exact	MYCBP
GJA9	GJA9	False	81025	official_exact	GJA9
RHBDL2	RHBDL2	False	54933	official_exact	RHBDL2
AKIRIN1	AKIRIN1	False	79647	official_exact	AKIRIN1
NDUFS5	NDUFS5	False	4725	official_exact	NDUFS5
MACF1	MACF1	False	23499	official_exact	MACF1
AL356055.1	AL356055.1	False		unresolved_or_ambiguous	
AL442071.2	AL442071.2	False		unresolved_or_ambiguous	
AL442071.1	AL442071.1	False		unresolved_or_ambiguous	
BMP8A	BMP8A	False	353500	official_exact	BMP8A
PABPC4	PABPC4	False	8761	official_exact	PABPC4
PABPC4-AS1	PABPC4-AS1	False	101929516	official_exact	PABPC4-AS1
HEYL	HEYL	False	26508	official_exact	HEYL
AL035404.2	AL035404.2	False		unresolved_or_ambiguous	
NT5C1A	NT5C1A	False	84618	official_exact	NT5C1A
HPCAL4	HPCAL4	False	51440	official_exact	HPCAL4
PPIE	PPIE	False	10450	official_exact	PPIE
BMP8B	BMP8B	False	656	official_exact	BMP8B
OXCT2	OXCT2	False	64064	official_exact	OXCT2
BMP8B-AS1	BMP8B-AS1	False	105378666	official_exact	BMP8B-AS1
AL033527.3	AL033527.3	False		unresolved_or_ambiguous	
AL033527.4	AL033527.4	False		unresolved_or_ambiguous	
LINC02811	LINC02811	False	107985740	official_exact	LINC02811
TRIT1	TRIT1	False	54802	official_exact	TRIT1
MYCL	MYCL	False	4610	official_exact	MYCL
AL033527.2	AL033527.2	False		unresolved_or_ambiguous	
MFSD2A	MFSD2A	False	84879	official_exact	MFSD2A
CAP1	CAP1	False	10487	official_exact	CAP1
PPT1	PPT1	False	5538	official_exact	PPT1
RLF	RLF	False	6018	official_exact	RLF
TMCO2	TMCO2	False	127391	official_exact	TMCO2
AL050341.2	AL050341.2	False		unresolved_or_ambiguous	
ZMPSTE24	ZMPSTE24	False	10269	official_exact	ZMPSTE24
COL9A2	COL9A2	False	1298	official_exact	COL9A2
SMAP2	SMAP2	False	64744	official_exact	SMAP2
AL031985.4	AL031985.4	False		unresolved_or_ambiguous	
ZFP69B	ZFP69B	False	65243	official_exact	ZFP69B
AL031985.3	AL031985.3	False		unresolved_or_ambiguous	
ZFP69	ZFP69	False	339559	official_exact	ZFP69
AL603839.3	AL603839.3	False		unresolved_or_ambiguous	
EXO5	EXO5	False	64789	official_exact	EXO5
AL603839.1	AL603839.1	False		unresolved_or_ambiguous	
AL603839.2	AL603839.2	False		unresolved_or_ambiguous	
ZNF684	ZNF684	False	127396	official_exact	ZNF684
AL356379.2	AL356379.2	False		unresolved_or_ambiguous	
RIMS3	RIMS3	False	9783	official_exact	RIMS3
AL031289.2	AL031289.2	False		unresolved_or_ambiguous	
AL031289.1	AL031289.1	False		unresolved_or_ambiguous	
