ensembl_gene_id	human_gene_id	current_symbol_cache	type_of_gene_cache	ensembl_mapping_is_one_to_one	present_in_GSE302658	current_symbol_rebuilt	type_of_gene_rebuilt	rebuilt_one_to_one	_merge
ENSG00000137168	51645	PPIL1	protein-coding	True	True	PPIL1	protein-coding	True	both
ENSG00000137171	89953	KLC4	protein-coding	True	True	KLC4	protein-coding	True	both
ENSG00000137177	63971	KIF13A	protein-coding	True	True	KIF13A	protein-coding	True	both
ENSG00000137185	7746	ZSCAN9	protein-coding	True	True	ZSCAN9	protein-coding	True	both
ENSG00000137193	5292	PIM1	protein-coding	True	True	PIM1	protein-coding	True	both
ENSG00000137198	2766	GMPR	protein-coding	True	True	GMPR	protein-coding	True	both
ENSG00000137200	23070	CMTR1	protein-coding	True	True	CMTR1	protein-coding	True	both
ENSG00000137203	7020	TFAP2A	protein-coding	True	True	TFAP2A	protein-coding	True	both
ENSG00000137204	10864	SLC22A7	protein-coding	True	True	SLC22A7	protein-coding	True	both
ENSG00000137207	25844	YIPF3	protein-coding	True	True	YIPF3	protein-coding	True	both
ENSG00000137210	81853	TMEM14B	protein-coding	True	True	TMEM14B	protein-coding	True	both
ENSG00000137216	55362	TMEM63B	protein-coding	True	True	TMEM63B	protein-coding	True	both
ENSG00000137218	10817	FRS3	protein-coding	True	True	FRS3	protein-coding	True	both
ENSG00000137221	93643	TJAP1	protein-coding	True	True	TJAP1	protein-coding	True	both
ENSG00000137225	11131	CAPN11	protein-coding	True	True	CAPN11	protein-coding	True	both
ENSG00000137251	27283	TINAG	protein-coding	True	True	TINAG	protein-coding	True	both
ENSG00000137252	3062	HCRTR2	protein-coding	True	True	HCRTR2	protein-coding	True	both
ENSG00000137261	9856	KIAA0319	protein-coding	True	True	KIAA0319	protein-coding	True	both
ENSG00000137265	3662	IRF4	protein-coding	True	True	IRF4	protein-coding	True	both
ENSG00000137266	63027	SLC22A23	protein-coding	True	True	SLC22A23	protein-coding	True	both
ENSG00000137267	7280	TUBB2A	protein-coding	True	True	TUBB2A	protein-coding	True	both
ENSG00000137269	55227	LRRC1	protein-coding	True	True	LRRC1	protein-coding	True	both
ENSG00000137270	8521	GCM1	protein-coding	True	True	GCM1	protein-coding	True	both
ENSG00000137273	2295	FOXF2	protein-coding	True	True	FOXF2	protein-coding	True	both
ENSG00000137274	670	BPHL	protein-coding	True	True	BPHL	protein-coding	True	both
ENSG00000137275	8737	RIPK1	protein-coding	True	True	RIPK1	protein-coding	True	both
ENSG00000137285	347733	TUBB2B	protein-coding	True	True	TUBB2B	protein-coding	True	both
ENSG00000137288	84300	UQCC2	protein-coding	True	True	UQCC2	protein-coding	True	both
ENSG00000137309	3159	HMGA1	protein-coding	True	True	HMGA1	protein-coding	True	both
ENSG00000137310	6941	TCF19	protein-coding	True	True	TCF19	protein-coding	True	both
ENSG00000137312	10211	FLOT1	protein-coding	True	True	FLOT1	protein-coding	True	both
ENSG00000137331	8870	IER3	protein-coding	True	True	IER3	protein-coding	True	both
ENSG00000137337	9656	MDC1	protein-coding	True	True	MDC1	protein-coding	True	both
ENSG00000137338	84547	PGBD1	protein-coding	True	True	PGBD1	protein-coding	True	both
ENSG00000137343	79969	ATAT1	protein-coding	True	True	ATAT1	protein-coding	True	both
ENSG00000137364	7172	TPMT	protein-coding	True	True	TPMT	protein-coding	True	both
ENSG00000137392	1208	CLPS	protein-coding	True	True	CLPS	protein-coding	True	both
ENSG00000137393	255488	RNF144B	protein-coding	True	True	RNF144B	protein-coding	True	both
ENSG00000137404	11270	NRM	protein-coding	True	True	NRM	protein-coding	True	both
ENSG00000137409	23787	MTCH1	protein-coding	True	True	MTCH1	protein-coding	True	both
ENSG00000137411	57176	VARS2	protein-coding	True	True	VARS2	protein-coding	True	both
ENSG00000137413	129685	TAF8	protein-coding	True	True	TAF8	protein-coding	True	both
ENSG00000137414	51439	FAM8A1	protein-coding	True	True	FAM8A1	protein-coding	True	both
ENSG00000137434	347744	C6orf52	protein-coding	True	True	C6orf52	protein-coding	True	both
ENSG00000137440	9982	FGFBP1	protein-coding	True	True	FGFBP1	protein-coding	True	both
ENSG00000137441	83888	FGFBP2	protein-coding	True	True	FGFBP2	protein-coding	True	both
ENSG00000137449	132864	CPEB2	protein-coding	True	True	CPEB2	protein-coding	True	both
ENSG00000137460	85462	FHDC1	protein-coding	True	True	FHDC1	protein-coding	True	both
ENSG00000137462	7097	TLR2	protein-coding	True	True	TLR2	protein-coding	True	both
ENSG00000137463	84709	MGARP	protein-coding	True	True	MGARP	protein-coding	True	both
ENSG00000137473	83894	TTC29	protein-coding	True	True	TTC29	protein-coding	True	both
ENSG00000137474	4647	MYO7A	protein-coding	True	True	MYO7A	protein-coding	True	both
ENSG00000137478	9873	FCHSD2	protein-coding	True	True	FCHSD2	protein-coding	True	both
ENSG00000137486	408	ARRB1	protein-coding	True	True	ARRB1	protein-coding	True	both
ENSG00000137491	11309	SLCO2B1	protein-coding	True	True	SLCO2B1	protein-coding	True	both
ENSG00000137492	5612	THAP12	protein-coding	True	True	THAP12	protein-coding	True	both
ENSG00000137494	338699	ANKRD42	protein-coding	True	True	ANKRD42	protein-coding	True	both
ENSG00000137496	10068	IL18BP	protein-coding	True	True	IL18BP	protein-coding	True	both
ENSG00000137497	4926	NUMA1	protein-coding	True	True	NUMA1	protein-coding	True	both
ENSG00000137500	60492	CCDC90B	protein-coding	True	True	CCDC90B	protein-coding	True	both
ENSG00000137501	54843	SYTL2	protein-coding	True	True	SYTL2	protein-coding	True	both
ENSG00000137502	27314	RAB30	protein-coding	True	True	RAB30	protein-coding	True	both
ENSG00000137504	58487	CREBZF	protein-coding	True	True	CREBZF	protein-coding	True	both
ENSG00000137507	2615	LRRC32	protein-coding	True	True	LRRC32	protein-coding	True	both
ENSG00000137509	5547	PRCP	protein-coding	True	True	PRCP	protein-coding	True	both
ENSG00000137513	79731	NARS2	protein-coding	True	True	NARS2	protein-coding	True	both
ENSG00000137522	55298	RNF121	protein-coding	True	True	RNF121	protein-coding	True	both
ENSG00000137547	29088	MRPL15	protein-coding	True	True	MRPL15	protein-coding	True	both
ENSG00000137558	51050	PI15	protein-coding	True	True	PI15	protein-coding	True	both
ENSG00000137561	7274	TTPA	protein-coding	True	True	TTPA	protein-coding	True	both
ENSG00000137563	8836	GGH	protein-coding	True	True	GGH	protein-coding	True	both
ENSG00000137571	81796	SLCO5A1	protein-coding	True	True	SLCO5A1	protein-coding	True	both
ENSG00000137573	23213	SULF1	protein-coding	True	True	SULF1	protein-coding	True	both
ENSG00000137574	96764	TGS1	protein-coding	True	True	TGS1	protein-coding	True	both
ENSG00000137575	6386	SDCBP	protein-coding	True	True	SDCBP	protein-coding	True	both
ENSG00000137601	4750	NEK1	protein-coding	True	True	NEK1	protein-coding	True	both
ENSG00000137628	55601	DDX60	protein-coding	True	True	DDX60	protein-coding	True	both
ENSG00000137634	54827	NXPE4	protein-coding	True	True	NXPE4	protein-coding	True	both
ENSG00000137642	6653	SORL1	protein-coding	True	True	SORL1	protein-coding	True	both
ENSG00000137648	56649	TMPRSS4	protein-coding	True	True	TMPRSS4	protein-coding	True	both
ENSG00000137656	84811	BUD13	protein-coding	True	True	BUD13	protein-coding	True	both
ENSG00000137672	7225	TRPC6	protein-coding	True	True	TRPC6	protein-coding	True	both
ENSG00000137673	4316	MMP7	protein-coding	True	True	MMP7	protein-coding	True	both
ENSG00000137674	9313	MMP20	protein-coding	True	True	MMP20	protein-coding	True	both
ENSG00000137675	64066	MMP27	protein-coding	True	True	MMP27	protein-coding	True	both
ENSG00000137691	85016	CFAP300	protein-coding	True	True	CFAP300	protein-coding	True	both
ENSG00000137692	84259	DCUN1D5	protein-coding	True	True	DCUN1D5	protein-coding	True	both
ENSG00000137693	10413	YAP1	protein-coding	True	True	YAP1	protein-coding	True	both
ENSG00000137699	23650	TRIM29	protein-coding	True	True	TRIM29	protein-coding	True	both
ENSG00000137700	2542	SLC37A4	protein-coding	True	True	SLC37A4	protein-coding	True	both
ENSG00000137707	54766	BTG4	protein-coding	True	True	BTG4	protein-coding	True	both
ENSG00000137709	25833	POU2F3	protein-coding	True	True	POU2F3	protein-coding	True	both
ENSG00000137710	5962	RDX	protein-coding	True	True	RDX	protein-coding	True	both
ENSG00000137713	5519	PPP2R1B	protein-coding	True	True	PPP2R1B	protein-coding	True	both
ENSG00000137714	2230	FDX1	protein-coding	True	True	FDX1	protein-coding	True	both
ENSG00000137720	64776	CFAP68	protein-coding	True	True	CFAP68	protein-coding	True	both
ENSG00000137726	53826	FXYD6	protein-coding	True	True	FXYD6	protein-coding	True	both
ENSG00000137727	57569	ARHGAP20	protein-coding	True	True	ARHGAP20	protein-coding	True	both
ENSG00000137731	486	FXYD2	protein-coding	True	True	FXYD2	protein-coding	True	both
ENSG00000137745	4322	MMP13	protein-coding	True	True	MMP13	protein-coding	True	both
ENSG00000137747	84000	TMPRSS13	protein-coding	True	True	TMPRSS13	protein-coding	True	both
ENSG00000137752	834	CASP1	protein-coding	True	True	CASP1	protein-coding	True	both
ENSG00000137757	838	CASP5	protein-coding	True	True	CASP5	protein-coding	True	both
ENSG00000137760	91801	ALKBH8	protein-coding	True	True	ALKBH8	protein-coding	True	both
ENSG00000137764	5607	MAP2K5	protein-coding	True	True	MAP2K5	protein-coding	True	both
ENSG00000137766	440279	UNC13C	protein-coding	True	True	UNC13C	protein-coding	True	both
ENSG00000137767	58472	SQOR	protein-coding	True	True	SQOR	protein-coding	True	both
ENSG00000137770	51496	CTDSPL2	protein-coding	True	True	CTDSPL2	protein-coding	True	both
ENSG00000137776	79811	SLTM	protein-coding	True	True	SLTM	protein-coding	True	both
ENSG00000137801	7057	THBS1	protein-coding	True	True	THBS1	protein-coding	True	both
ENSG00000137802	23005	MAPKBP1	protein-coding	True	True	MAPKBP1	protein-coding	True	both
ENSG00000137804	51203	NUSAP1	protein-coding	True	True	NUSAP1	protein-coding	True	both
ENSG00000137806	51103	NDUFAF1	protein-coding	True	True	NDUFAF1	protein-coding	True	both
ENSG00000137807	9493	KIF23	protein-coding	True	True	KIF23	protein-coding	True	both
ENSG00000137809	22801	ITGA11	protein-coding	True	True	ITGA11	protein-coding	True	both
ENSG00000137812	57082	KNL1	protein-coding	True	True	KNL1	protein-coding	True	both
ENSG00000137814	55142	HAUS2	protein-coding	True	True	HAUS2	protein-coding	True	both
ENSG00000137815	23168	RTF1	protein-coding	True	True	RTF1	protein-coding	True	both
ENSG00000137817	56965	PARP6	protein-coding	True	True	PARP6	protein-coding	True	both
ENSG00000137818	6176	RPLP1	protein-coding	True	True	RPLP1	protein-coding	True	both
ENSG00000137819	54852	PAQR5	protein-coding	True	True	PAQR5	protein-coding	True	both
ENSG00000137821	54839	LRRC49	protein-coding	True	True	LRRC49	protein-coding	True	both
ENSG00000137822	27229	TUBGCP4	protein-coding	True	True	TUBGCP4	protein-coding	True	both
ENSG00000137824	55177	RMDN3	protein-coding	True	True	RMDN3	protein-coding	True	both
ENSG00000137825	3706	ITPKA	protein-coding	True	True	ITPKA	protein-coding	True	both
ENSG00000137831	55075	UACA	protein-coding	True	True	UACA	protein-coding	True	both
ENSG00000137834	4091	SMAD6	protein-coding	True	True	SMAD6	protein-coding	True	both
ENSG00000137841	5330	PLCB2	protein-coding	True	True	PLCB2	protein-coding	True	both
ENSG00000137842	80021	TMEM62	protein-coding	True	True	TMEM62	protein-coding	True	both
ENSG00000137843	106821730	BUB1B-PAK6	protein-coding	False	True	BUB1B-PAK6	protein-coding	False	both
ENSG00000137843	56924	PAK6	protein-coding	False	True	PAK6	protein-coding	False	both
ENSG00000137845	102	ADAM10	protein-coding	True	True	ADAM10	protein-coding	True	both
ENSG00000137857	53905	DUOX1	protein-coding	True	True	DUOX1	protein-coding	True	both
ENSG00000137860	9153	SLC28A2	protein-coding	True	True	SLC28A2	protein-coding	True	both
ENSG00000137868	64220	STRA6	protein-coding	True	True	STRA6	protein-coding	True	both
ENSG00000137869	1588	CYP19A1	protein-coding	True	True	CYP19A1	protein-coding	True	both
ENSG00000137871	54816	ZNF280D	protein-coding	True	True	ZNF280D	protein-coding	True	both
ENSG00000137872	80031	SEMA6D	protein-coding	True	True	SEMA6D	protein-coding	True	both
ENSG00000137875	10017	BCL2L10	protein-coding	True	True	BCL2L10	protein-coding	True	both
ENSG00000137876	51187	RSL24D1	protein-coding	True	True	RSL24D1	protein-coding	True	both
ENSG00000137877	51332	SPTBN5	protein-coding	True	True	SPTBN5	protein-coding	True	both
ENSG00000137878	145781	GCOM1	protein-coding	True	True	GCOM1	protein-coding	True	both
ENSG00000137880	2644	GCHFR	protein-coding	True	True	GCHFR	protein-coding	True	both
ENSG00000137936	8412	BCAR3	protein-coding	True	True	BCAR3	protein-coding	True	both
ENSG00000137941	79739	TTLL7	protein-coding	True	True	TTLL7	protein-coding	True	both
ENSG00000137942	54874	FNBP1L	protein-coding	True	True	FNBP1L	protein-coding	True	both
ENSG00000137944	56267	KYAT3	protein-coding	True	True	KYAT3	protein-coding	True	both
ENSG00000137947	2959	GTF2B	protein-coding	True	True	GTF2B	protein-coding	True	both
ENSG00000137948	676	BRDT	protein-coding	True	True	BRDT	protein-coding	True	both
ENSG00000137955	5876	RABGGTB	protein-coding	True	True	RABGGTB	protein-coding	True	both
ENSG00000137959	10964	IFI44L	protein-coding	True	True	IFI44L	protein-coding	True	both
ENSG00000137960	54810	GIPC2	protein-coding	True	True	GIPC2	protein-coding	True	both
ENSG00000137962	9411	ARHGAP29	protein-coding	True	True	ARHGAP29	protein-coding	True	both
ENSG00000137965	10561	IFI44	protein-coding	True	True	IFI44	protein-coding	True	both
ENSG00000137968	204962	SLC44A5	protein-coding	True	True	SLC44A5	protein-coding	True	both
ENSG00000137970	653702	RPL7P9	pseudo	True	True	RPL7P9	pseudo	True	both
ENSG00000137975	9635	CLCA2	protein-coding	True	True	CLCA2	protein-coding	True	both
ENSG00000137976	58511	DNASE2B	protein-coding	True	True	DNASE2B	protein-coding	True	both
ENSG00000137992	1629	DBT	protein-coding	True	True	DBT	protein-coding	True	both
ENSG00000137996	8634	RTCA	protein-coding	True	True	RTCA	protein-coding	True	both
ENSG00000138002	26160	IFT172	protein-coding	True	True	IFT172	protein-coding	True	both
ENSG00000138018	85465	SELENOI	protein-coding	True	True	SELENOI	protein-coding	True	both
ENSG00000138028	10669	CGREF1	protein-coding	True	True	CGREF1	protein-coding	True	both
ENSG00000138029	3032	HADHB	protein-coding	True	True	HADHB	protein-coding	True	both
ENSG00000138030	3795	KHK	protein-coding	True	True	KHK	protein-coding	True	both
ENSG00000138031	109	ADCY3	protein-coding	True	True	ADCY3	protein-coding	True	both
ENSG00000138032	5495	PPM1B	protein-coding	True	True	PPM1B	protein-coding	True	both
ENSG00000138035	87178	PNPT1	protein-coding	True	True	PNPT1	protein-coding	True	both
ENSG00000138036	51626	DYNC2LI1	protein-coding	True	True	DYNC2LI1	protein-coding	True	both
ENSG00000138039	3973	LHCGR	protein-coding	True	True	LHCGR	protein-coding	True	both
ENSG00000138050	80745	THUMPD2	protein-coding	True	True	THUMPD2	protein-coding	True	both
ENSG00000138061	1545	CYP1B1	protein-coding	True	True	CYP1B1	protein-coding	True	both
ENSG00000138068	391365	SULT6B1	protein-coding	True	True	SULT6B1	protein-coding	True	both
ENSG00000138069	5861	RAB1A	protein-coding	True	True	RAB1A	protein-coding	True	both
ENSG00000138071	10097	ACTR2	protein-coding	True	True	ACTR2	protein-coding	True	both
ENSG00000138073	10113	PREB	protein-coding	True	True	PREB	protein-coding	True	both
ENSG00000138074	8884	SLC5A6	protein-coding	True	True	SLC5A6	protein-coding	True	both
ENSG00000138075	64240	ABCG5	protein-coding	True	True	ABCG5	protein-coding	True	both
ENSG00000138078	9581	PREPL	protein-coding	True	True	PREPL	protein-coding	True	both
ENSG00000138079	6519	SLC3A1	protein-coding	True	True	SLC3A1	protein-coding	True	both
ENSG00000138080	11117	EMILIN1	protein-coding	True	True	EMILIN1	protein-coding	True	both
ENSG00000138081	80204	FBXO11	protein-coding	True	True	FBXO11	protein-coding	True	both
ENSG00000138083	6496	SIX3	protein-coding	True	True	SIX3	protein-coding	True	both
ENSG00000138085	51374	ATRAID	protein-coding	True	True	ATRAID	protein-coding	True	both
ENSG00000138092	79172	CENPO	protein-coding	True	True	CENPO	protein-coding	True	both
ENSG00000138095	10128	LRPPRC	protein-coding	True	True	LRPPRC	protein-coding	True	both
ENSG00000138100	57159	TRIM54	protein-coding	True	True	TRIM54	protein-coding	True	both
ENSG00000138101	1838	DTNB	protein-coding	True	True	DTNB	protein-coding	True	both
ENSG00000138107	10121	ACTR1A	protein-coding	True	True	ACTR1A	protein-coding	True	both
ENSG00000138109	1559	CYP2C9	protein-coding	True	True	CYP2C9	protein-coding	True	both
ENSG00000138111	79847	SLC68A1	protein-coding	True	True	SLC68A1	protein-coding	True	both
ENSG00000138115	1558	CYP2C8	protein-coding	True	True	CYP2C8	protein-coding	True	both
ENSG00000138119	26509	MYOF	protein-coding	True	True	MYOF	protein-coding	True	both
ENSG00000138131	84171	LOXL4	protein-coding	True	True	LOXL4	protein-coding	True	both
ENSG00000138134	57559	STAMBPL1	protein-coding	True	True	STAMBPL1	protein-coding	True	both
ENSG00000138135	9023	CH25H	protein-coding	True	True	CH25H	protein-coding	True	both
ENSG00000138136	10660	LBX1	protein-coding	True	True	LBX1	protein-coding	True	both
ENSG00000138138	84896	ATAD1	protein-coding	True	True	ATAD1	protein-coding	True	both
ENSG00000138152	118663	BTBD16	protein-coding	True	True	BTBD16	protein-coding	True	both
ENSG00000138160	3832	KIF11	protein-coding	True	True	KIF11	protein-coding	True	both
ENSG00000138161	50624	CUZD1	protein-coding	True	True	CUZD1	protein-coding	True	both
ENSG00000138162	10579	TACC2	protein-coding	True	True	TACC2	protein-coding	True	both
ENSG00000138166	1847	DUSP5	protein-coding	True	True	DUSP5	protein-coding	True	both
ENSG00000138172	51063	CALHM2	protein-coding	True	True	CALHM2	protein-coding	True	both
ENSG00000138175	403	ARL3	protein-coding	True	True	ARL3	protein-coding	True	both
ENSG00000138180	55165	CEP55	protein-coding	True	True	CEP55	protein-coding	True	both
ENSG00000138182	9585	KIF20B	protein-coding	True	True	KIF20B	protein-coding	True	both
ENSG00000138185	953	ENTPD1	protein-coding	True	True	ENTPD1	protein-coding	True	both
ENSG00000138190	54536	EXOC6	protein-coding	True	True	EXOC6	protein-coding	True	both
ENSG00000138193	51196	PLCE1	protein-coding	True	True	PLCE1	protein-coding	True	both
ENSG00000138207	5950	RBP4	protein-coding	True	True	RBP4	protein-coding	True	both
