gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status
CSGALNACT2	6.15e-11	0.690054752	0.248	0.2	1.14e-06	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CSPG4	2.05e-17	-0.586328343	0.112	0.168	3.8e-13	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CTDSPL2	5.54e-18	0.599442419	0.112	0.098	1.03e-13	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CTNNB1	9e-16	0.657447131	0.247	0.215	1.67e-11	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CXCL12	2.69e-15	-0.66500107	0.103	0.177	5.01e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYB561D2	9.4e-19	-0.653867129	0.103	0.167	1.75e-14	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYB5R2	1.17e-11	-0.701100889	0.075	0.124	2.18e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYBA	1.83e-12	-0.887009051	0.184	0.318	3.41e-08	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYP20A1	3.22e-15	0.596158505	0.173	0.15	5.98e-11	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYP2W1	4.62e-12	1.132149388	0.004	0.003	8.59e-08	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
CYRIB	1.54e-14	-2.668069702	0.024	0.095	2.86e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DARS1	1.19e-07	-1.748652435	0.041	0.123	0.002207527	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DCLK3	9.02e-12	-1.012907587	0.025	0.054	1.68e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DDTL	7.92e-24	-0.951488882	0.037	0.08	1.47e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DDX17	2.97e-106	0.825313323	0.707	0.557	5.52e-102	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DDX3Y	1.37e-86	0.588356778	0.169	0.131	2.54e-82	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DDX43	5.43e-10	0.987320448	0.037	0.026	1.01e-05	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DEF6	8.7e-18	-0.734326619	0.099	0.169	1.62e-13	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DENND2B	7.08e-09	-1.546435547	0.073	0.235	0.000131546	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DENND3	1.57e-15	-0.658201452	0.234	0.282	2.93e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DET1	3.08e-08	0.663033113	0.044	0.036	0.000572364	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DGAT1	3.6e-10	-0.708965273	0.138	0.22	6.69e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DIAPH2	7.54e-13	0.632175408	0.295	0.259	1.4e-08	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DIPK1A	2.19e-07	0.662159863	0.069	0.058	0.004072846	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DMKN	3.44e-07	0.738039777	0.048	0.037	0.006399061	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DNAAF10	1.31e-20	-1.824660464	0.015	0.042	2.44e-16	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DNAAF9	4.32e-10	-1.864109726	0.042	0.133	8.03e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DNAI4	2.18e-10	-1.362740154	0.006	0.013	4.06e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DOCK9	1.43e-127	0.720013464	0.477	0.411	2.65e-123	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DRP2	1.4e-25	-0.769314988	0.054	0.094	2.6e-21	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DST	9.82e-24	0.594527658	0.68	0.646	1.83e-19	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DUSP5	7.67e-13	0.756009724	0.101	0.083	1.43e-08	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DYNC2I1	3.44e-27	-1.149559923	0.043	0.104	6.38e-23	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DYNC2I2	1.76e-07	-1.829930172	0.021	0.074	0.003275049	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
DYNLT2B	1.29e-07	-1.517434364	0.026	0.068	0.002395186	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EEIG1	7.36e-11	-1.488220348	0.055	0.151	1.37e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EFCAB13	3.66e-15	0.598962178	0.114	0.096	6.8e-11	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EFHC1	8.06e-37	0.895441821	0.235	0.172	1.5e-32	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EGR1	2.26e-14	-1.107408999	0.143	0.279	4.2e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EGR3	2.23e-07	-0.877183856	0.047	0.088	0.004136036	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EHBP1L1	1.55e-95	-0.744728136	0.505	0.63	2.88e-91	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EIF1	5.58e-23	-0.696896168	0.171	0.281	1.04e-18	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ELAPOR1	1.88e-08	-1.571956121	0.011	0.027	0.000349047	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ELAPOR2	1.95e-15	-1.745095127	0.02	0.059	3.62e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EMID1	2.09e-11	-1.246983076	0.029	0.066	3.88e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EMILIN2	3.59e-07	-0.740959909	0.052	0.077	0.006667907	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENG	8.63e-86	-0.728034658	0.23	0.31	1.6e-81	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENPP1	1.72e-10	0.668794924	0.128	0.105	3.2e-06	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENPP5	2.13e-14	0.705145336	0.062	0.051	3.97e-10	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENPP6	2.36e-07	0.634993028	0.048	0.039	0.004380991	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000108448	1.69e-06	-1.350221582	0.001	0.003	0.031423713	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000125122	1.37e-08	-1.894988557	0.008	0.027	0.00025427	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000130723	1.19e-08	-1.748347998	0.06	0.192	0.000220967	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000167747	1.44e-17	-2.37995702	0.019	0.078	2.67e-13	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000170846	1.35e-11	-2.00402198	0.015	0.05	2.52e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000182584	7.3e-07	-1.612033338	0.004	0.008	0.013562882	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000188707	7.87e-09	-1.067950242	0.011	0.021	0.000146156	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000196381	7.56e-19	-2.010608249	0.005	0.018	1.4e-14	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000198019	3.1e-08	-3.210506844	0.002	0.023	0.000575083	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000205212	4.79e-11	-2.676989203	0.011	0.061	8.89e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000215271	4.82e-23	-2.163488503	0.017	0.062	8.95e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000221995	3.73e-08	-1.972528253	0.024	0.083	0.000692689	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000284976	1.13e-06	-2.477319019	0.014	0.076	0.021002864	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000285269	2.72e-08	-1.489790331	0.009	0.027	0.000505112	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENSG00000285566	8.24e-08	-1.431079535	0.013	0.036	0.001531135	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENTREP1	1.84e-23	-0.781628399	0.021	0.041	3.42e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ENTREP3	3.36e-15	-2.064051379	0.023	0.086	6.24e-11	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EPRS1	2.09e-08	-1.851090948	0.056	0.187	0.000388248	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ESAM	2.2e-08	-0.694184791	0.072	0.106	0.000408049	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
ETV6	1.32e-19	-0.644691446	0.141	0.221	2.46e-15	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EVA1C	1.07e-24	0.720102571	0.185	0.145	2e-20	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
EVL	3.61e-48	-0.58556188	0.401	0.519	6.71e-44	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FA2H	1.73e-11	-0.980085502	0.025	0.052	3.21e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FABP4	1.36e-12	-1.043821698	0.028	0.062	2.53e-08	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FAM118A	3e-19	-0.628865414	0.146	0.178	5.57e-15	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FAM135A	1.22e-09	0.595874841	0.095	0.085	2.27e-05	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FAM200C	2.64e-23	-1.166399673	0.018	0.036	4.9e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FAM83H	2.34e-06	-0.596304884	0.067	0.104	0.043553945	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FCER1G	8.52e-07	-1.052833064	0.061	0.149	0.015827279	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FCGBP	7.78e-24	-0.773053605	0.197	0.364	1.44e-19	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FGD2	1.93e-12	-0.712658306	0.111	0.167	3.58e-08	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FGF7	2.24e-51	0.759752522	0.204	0.196	4.17e-47	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FGFBP2	2.43e-07	-0.70966291	0.03	0.061	0.004523964	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FGFR1OP2	1.08e-30	0.600297808	0.283	0.253	2e-26	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHDC1	1.09e-18	0.66663661	0.214	0.175	2.03e-14	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHIP1A	3.77e-10	-1.376560563	0.008	0.019	7e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHIP1B	2.09e-41	-2.000591492	0.033	0.12	3.88e-37	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHIP2B	5.2e-10	-0.997929703	0.064	0.16	9.66e-06	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHL1	3.29e-14	-0.813729327	0.051	0.08	6.12e-10	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHL2	3.54e-26	0.604967889	0.171	0.138	6.57e-22	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FHL3	1.03e-11	-0.714002543	0.083	0.145	1.91e-07	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FIBIN	5.34e-13	0.918614923	0.198	0.169	9.92e-09	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FKBP5	2.47e-25	1.211788005	0.536	0.368	4.59e-21	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FMOD	2.32e-10	0.862625948	0.094	0.069	4.31e-06	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FNDC3A	9.2e-19	0.636594681	0.372	0.319	1.71e-14	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FOSB	5.92e-10	-0.713357691	0.025	0.033	1.1e-05	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FOXO1	4.69e-14	1.027739792	0.334	0.247	8.72e-10	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FOXO3	1.91e-39	0.758033636	0.315	0.255	3.55e-35	False	up	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FPR1	5.66e-08	-1.586977291	0.029	0.085	0.001052592	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
FRG1	5.07e-08	-0.659364026	0.055	0.097	0.000942771	False	down	True	True	True	Sup_Data3	early_allcell_diabetes_vs_control	all_hDRG_celltypes	Diabetes_minus_Control	preprint_supplement_not_peer_reviewed
