gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status	gene_input	human_gene_id	mapping_method	current_human_symbol	target_current_symbol	baseMean	target_log2FoldChange	target_stat	target_padj	target_source_symbol	mapped_to_target_universe
TAGLN3	1.3e-301	-0.617602807	0.059	0.095	2.41e-297	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TAGLN3	29114	official_exact	TAGLN3	TAGLN3	17937.5021029751	-0.84777993446887	-3.41363088350514	0.0320139307762898	TAGLN3	True
TARS	1.2400000000000001e-27	-0.755090626	0.02	0.028	2.3e-23	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TARS	6897	unique_synonym	TARS1	TARS1	7845.44240415809	0.115032069576561	0.616053933432251	0.885237900479657	TARS	True
TASL	2.34e-08	-0.918307518	0.002	0.003	0.000435209	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TASL	80231	official_exact	TASL	TASL	516.977384795779	0.210066694741523	0.734964175770114	0.660630566044158	CXorf21	True
TC2N	1.27e-20	-0.921597838	0.147	0.222	2.35e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TC2N	123036	official_exact	TC2N	TC2N	6972.07512926294	0.0847874328382719	0.329783219901797	1.0	TC2N	True
TCEAL5	6.02e-37	-0.849625604	0.008	0.015	1.1200000000000001e-32	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TCEAL5	340543	official_exact	TCEAL5	TCEAL5	831.761869347893	-0.706642623240715	-2.55120876108841	0.10795757215012	TCEAL5	True
TCEAL6	5.47e-13	-1.768109702	0.004	0.012	1.02e-08	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TCEAL6	158931	official_exact	TCEAL6	TCEAL6	237.865393950089	1.1488319205975	3.43601843693952	0.0228948285973988	TCEAL6	True
TCEAL9	8.43e-78	-0.668629747	0.102	0.134	1.5700000000000003e-73	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TCEAL9	51186	official_exact	TCEAL9	TCEAL9	7418.70989649704	0.180441042839359	1.13437565197981	0.626839808186901	TCEAL9	True
TDRD6	2.74e-10	-0.758781624	0.027	0.036	5.09e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TDRD6	221400	official_exact	TDRD6	TDRD6	726.454359243237	0.551659121057306	1.85479559695752	0.266156441776602	TDRD6	True
TECR	5.03e-49	-0.975412895	0.109	0.176	9.349999999999999e-45	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TECR	9524	official_exact	TECR	TECR	12044.6485748826	-0.804091077937814	-2.99004417341575	0.0719886400995576	TECR	True
TENM1	4.33e-33	-0.741109394	0.096	0.143	8.05e-29	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TENM1	10178	official_exact	TENM1	TENM1	4683.06010100531	-0.530142854945647	-1.7878406185521	0.354471848378045	TENM1	True
TENM4	3.46e-20	-0.64440192	0.067	0.1	6.43e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TENM4	26011	official_exact	TENM4	TENM4	2780.20228856005	-0.226931965185859	-0.818447784870062	0.778757368356158	TENM4	True
TF	1.27e-184	-1.764895418	0.074	0.136	2.35e-180	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TF	7018	official_exact	TF	TF	3306.59789077129	-0.490399844699297	-1.39409600352769	0.509362334901009	TF	True
TFDP1	4.5e-20	-0.86011224	0.074	0.106	8.36e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TFDP1	7027	official_exact	TFDP1	TFDP1	4252.02864798415	0.00504985506771543	0.0449415047811067	1.0	TFDP1	True
TGFA	5.26e-15	-0.611181593	0.01	0.013	9.77e-11	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TGFA	7039	official_exact	TGFA	TGFA	839.093211721029	0.00696740575340514	0.0273533191156249	0.90804803476642	TGFA	True
TGFB2	7.1e-09	-0.900649081	0.034	0.054	0.000131981	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TGFB2	7042	official_exact	TGFB2	TGFB2	363.468723359774	1.0279303008218	2.91129762282391	0.0618249479620957	TGFB2	True
TGFBR3L	4.29e-22	-1.173249647	0.007	0.013	7.98e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TGFBR3L	100507588	official_exact	TGFBR3L	TGFBR3L	4.48932104662198	-0.185486183851726	-0.204333279701637	1.0	TGFBR3L	True
THAP10	6.12e-59	-0.663087123	0.01	0.018	1.1399999999999999e-54	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THAP10	56906	official_exact	THAP10	THAP10	461.896668333173	-0.0206649717528575	-0.135193656277132	0.870605649521232	THAP10	True
THAP12	2.21e-10	-0.799415341	0.052	0.08	4.1e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THAP12	5612	official_exact	THAP12	THAP12	6004.43917851641	0.166569087714741	1.24647734430233	0.594876447769544	THAP12	True
THAP5	2.24e-10	-0.785840404	0.046	0.059	4.17e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THAP5	168451	official_exact	THAP5	THAP5	4036.08345977725	0.0577138837299258	0.373597529887787	0.974389412888013	THAP5	True
THBS1	3.9e-11	-1.238207121	0.214	0.343	7.25e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THBS1	7057	official_exact	THBS1	THBS1	16668.7569686029	0.756703299682208	3.0391237349058	0.0659246372554337	THBS1	True
THBS4	1.65e-48	-1.079783919	0.08	0.15	3.07e-44	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THBS4	7060	official_exact	THBS4	THBS4	8601.39989459679	0.425550993915454	1.55242060516321	0.44786344170887	THBS4	True
THNSL1	3.08e-17	-0.923079009	0.021	0.032	5.73e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THNSL1	79896	official_exact	THNSL1	THNSL1	1270.53898082012	-0.449025673455484	-2.61513276723263	0.097733574384384	THNSL1	True
THSD4	1.13e-06	-0.959787166	0.119	0.174	0.021052937	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THSD4	79875	official_exact	THSD4	THSD4	1609.53282879151	-0.0425326730541986	-0.105284220757297	0.880706329323436	THSD4	True
THY1	1.75e-205	-0.874979677	0.118	0.207	3.26e-201	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THY1	7070	official_exact	THY1	THY1	75451.4172030187	-0.389456733821138	-1.61006434804399	0.465016374314743	THY1	True
TIFA	1.11e-19	-0.740346801	0.019	0.027	2.07e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIFA	92610	official_exact	TIFA	TIFA	713.401233338628	0.260904888140195	1.26602906730953	0.463546820218593	TIFA	True
TIGAR	1.66e-55	-0.89900724	0.061	0.093	3.08e-51	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIGAR	57103	official_exact	TIGAR	TIGAR	2001.87977229386	0.0474897664050832	0.236762120214706	0.833031437720327	TIGAR	True
TIGD2	2.4500000000000002e-29	-0.768550808	0.025	0.035	4.56e-25	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIGD2	166815	official_exact	TIGD2	TIGD2	740.533143598506	0.0859099497079018	0.556230377419068	0.640767268325692	TIGD2	True
TIMP1	5.38e-241	-1.118819201	0.266	0.352	9.99e-237	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIMP1	7076	official_exact	TIMP1	TIMP1	17669.2558346463	0.839379021771181	1.73240132785893		TIMP1	True
TIMP4	1.25e-26	-1.175944412	0.136	0.231	2.32e-22	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIMP4	7079	official_exact	TIMP4	TIMP4	30170.6405398915	-0.845377397881176	-2.25764001600024	0.205857322326956	TIMP4	True
TINCR	1.2500000000000001e-29	-0.593813022	0.02	0.027	2.33e-25	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TINCR	257000	official_exact	TINCR	TINCR	1245.50798334716	-0.704846388826086	-2.15636094608477	0.214552136870063	TINCR	True
TLCD3B	5.19e-119	-1.000080851	0.046	0.083	9.63e-115	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLCD3B	83723	official_exact	TLCD3B	TLCD3B	1181.2045168905	-1.36373197604159	-3.79401625108679	0.00951606043275707	FAM57B	True
TLCD4	9.25e-22	-0.705042691	0.029	0.043	1.72e-17	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLCD4	148534	official_exact	TLCD4	TLCD4	2786.94338191889	-0.343379589832792	-1.76757008546527	0.294429366629252	TMEM56	True
TLR1	4.5499999999999995e-34	-0.712214425	0.062	0.076	8.46e-30	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR1	7096	official_exact	TLR1	TLR1	2402.72730525904	0.612617791374298	2.11630011260282	0.196607137124384	TLR1	True
TLR2	2.2400000000000002e-29	-1.610688235	0.078	0.122	4.16e-25	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR2	7097	official_exact	TLR2	TLR2	7879.52600939597	0.635379888387148	2.71318076183956	0.111693602067418	TLR2	True
TLR3	3.07e-42	-1.042516671	0.022	0.039	5.7e-38	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR3	7098	official_exact	TLR3	TLR3	1893.32708527524	0.0570226833231032	0.230265527292022	0.835107253292427	TLR3	True
TLR4	2.63e-18	-0.872610488	0.088	0.116	4.88e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR4	7099	official_exact	TLR4	TLR4	5705.06440002245	0.547569128693307	1.99262255603804	0.288971279934449	TLR4	True
TLR5	5.07e-09	-0.80273556	0.026	0.031	9.42e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR5	7100	official_exact	TLR5	TLR5	1599.91447228763	0.41262778879592	1.31368200876641	0.503998397618952	TLR5	True
TLR6	8.059999999999999e-23	-1.052051977	0.038	0.049	1.5e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLR6	10333	official_exact	TLR6	TLR6	1855.90044036209	0.581505642932058	2.4680062728351	0.143528089370758	TLR6	True
TLX3	2.7999999999999998e-151	-0.900687229	0.033	0.061	5.2e-147	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TLX3	30012	official_exact	TLX3	TLX3	149.537485597615	-1.66091059147577	-3.65589038679976	0.0153149734504097	TLX3	True
TM2D3	5.8699999999999996e-30	-0.622143608	0.158	0.207	1.09e-25	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TM2D3	80213	official_exact	TM2D3	TM2D3	6390.9901897538	-0.191281424181125	-1.48788946610017	0.478534277950414	TM2D3	True
TM6SF1	1.85e-27	-0.701135002	0.105	0.13	3.4299999999999996e-23	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TM6SF1	53346	official_exact	TM6SF1	TM6SF1	1482.23860997773	0.257648079308449	0.92768243960191	0.665481669640483	TM6SF1	True
TM7SF3	2.46e-58	-1.00369954	0.243	0.345	4.5799999999999997e-54	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TM7SF3	51768	official_exact	TM7SF3	TM7SF3	12250.347016968	-0.110360639625971	-0.446286340804905	0.935675684024685	TM7SF3	True
TM9SF2	1.02e-158	-1.014017221	0.257	0.377	1.89e-154	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TM9SF2	9375	official_exact	TM9SF2	TM9SF2	26438.5514172701	-0.0389364133706429	-0.216049040682175	1.0	TM9SF2	True
TM9SF3	8.36e-116	-1.119202395	0.215	0.331	1.5499999999999999e-111	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TM9SF3	56889	official_exact	TM9SF3	TM9SF3	30652.1833880085	0.032524506494999	0.198775190888797	1.0	TM9SF3	True
TMC3	2.21e-08	-0.962871511	0.005	0.011	0.000410417	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMC3	342125	official_exact	TMC3	TMC3	788.293586560082	0.361648391550565	0.731937897911156	0.661836789973984	TMC3	True
TMED2	2.9500000000000003e-110	-1.083364162	0.072	0.133	5.479999999999999e-106	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMED2	10959	official_exact	TMED2	TMED2	15765.1210654533	0.199083347006462	1.39807321044231	0.557103200505716	TMED2	True
TMED6	3.11e-10	-0.704219	0.016	0.019	5.78e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMED6	146456	official_exact	TMED6	TMED6	70.1137138210311	0.0120679022833806	0.0505953883647317	1.0	TMED6	True
TMED7	6.66e-218	-0.9618636	0.156	0.261	1.2400000000000002e-213	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMED7	51014	official_exact	TMED7	TMED7	10789.3654531424	0.15264546642025	1.13124403840851	0.64070455069617	TMED7	True
TMEM100	3.22e-39	-0.635082543	0.077	0.065	5.990000000000001e-35	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM100	55273	official_exact	TMEM100	TMEM100	4058.66235883473	0.282724169853936	0.874650598174645	0.73813032653615	TMEM100	True
TMEM106B	2.3600000000000002e-169	-0.790322825	0.153	0.225	4.38e-165	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM106B	54664	official_exact	TMEM106B	TMEM106B	12416.5453493319	0.0747810553824587	0.408119069463826	1.0	TMEM106B	True
TMEM108	2.62e-35	-0.829759093	0.021	0.033	4.8800000000000005e-31	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM108	66000	official_exact	TMEM108	TMEM108	494.16002534701	-0.743248217845326	-2.53779584981571	0.111693602067418	TMEM108	True
TMEM123	4.41e-114	-1.631379456	0.063	0.144	8.190000000000001e-110	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM123	114908	official_exact	TMEM123	TMEM123	37763.500574314	0.106444933884745	0.587258783347198	0.870099579159495	TMEM123	True
TMEM128	8.71e-62	-1.076238348	0.07	0.124	1.62e-57	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM128	85013	official_exact	TMEM128	TMEM128	2245.34446004594	-0.00603693778444113	-0.0391343555709082	1.0	TMEM128	True
TMEM130	2.06e-154	-0.978960373	0.054	0.102	3.83e-150	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM130	222865	official_exact	TMEM130	TMEM130	9939.29550650355	-0.523754507898051	-1.98640877355313	0.29686932071147	TMEM130	True
TMEM132D	6.819999999999999e-60	-0.803117343	0.015	0.025	1.2699999999999999e-55	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM132D	121256	official_exact	TMEM132D	TMEM132D	1490.91549528678	-0.434497944730969	-1.67614943858974	0.321407802526386	TMEM132D	True
TMEM132E	2.22e-83	-0.987887334	0.05	0.094	4.1200000000000004e-79	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM132E	124842	official_exact	TMEM132E	TMEM132E	5196.18011561683	-1.4667252991256	-3.77658576037416	0.013713767803794	TMEM132E	True
TMEM14C	1.5600000000000002e-37	-0.604950633	0.141	0.178	2.9e-33	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM14C	51522	official_exact	TMEM14C	TMEM14C	7259.95862550045	-0.1685116943731	-1.00701587403362	0.686968380151338	TMEM14C	True
TMEM151A	1.51e-84	-0.969045976	0.028	0.053	2.81e-80	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM151A	256472	official_exact	TMEM151A	TMEM151A	1157.75132617172	-1.35111056862418	-4.21492573569547	0.00318255305674132	TMEM151A	True
TMEM151B	1.49e-62	-0.963135903	0.02	0.039	2.7600000000000003e-58	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM151B	441151	official_exact	TMEM151B	TMEM151B	2061.9145454072	-0.97111177542276	-2.25460293869652	0.212136597946119	TMEM151B	True
TMEM156	9.43e-11	-1.158901976	0.016	0.026	1.75e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM156	80008	official_exact	TMEM156	TMEM156	357.182065877898	-0.28133189800299	-0.952120101667386	0.585791513470257	TMEM156	True
TMEM163	1.51e-60	-1.120614677	0.036	0.067	2.8e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM163	81615	official_exact	TMEM163	TMEM163	2418.71632112876	-0.675669570105274	-2.65599978045857	0.120845314507065	TMEM163	True
TMEM168	4.86e-14	-1.290663603	0.147	0.259	9.03e-10	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM168	64418	official_exact	TMEM168	TMEM168	5374.38858267686	-0.00979161401390511	-0.0911480272706398	1.0	TMEM168	True
TMEM17	2.7099999999999996e-60	-0.926729372	0.024	0.042	5.04e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM17	200728	official_exact	TMEM17	TMEM17	1197.70410744667	-0.0369996884337912	-0.185789256471164	0.98434404759114	TMEM17	True
TMEM176A	6.04e-256	-0.927475245	0.146	0.234	1.12e-251	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM176A	55365	official_exact	TMEM176A	TMEM176A	9961.9164186479	-0.677578449045421	-2.82199100147349	0.0915197055590378	TMEM176A	True
TMEM179	1.33e-106	-0.648324735	0.059	0.102	2.48e-102	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM179	388021	official_exact	TMEM179	TMEM179	9539.57332768183	-0.731332902090881	-2.78792286501872	0.096070914927836	TMEM179	True
TMEM183A	7.79e-18	-0.70732389	0.139	0.172	1.45e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM183A	92703	official_exact	TMEM183A	TMEM183A	7444.53440136937	-0.280864844900761	-1.57491654096092	0.453563327529489	TMEM183A	True
TMEM184C	6.09e-26	-0.690885458	0.064	0.092	1.13e-21	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM184C	55751	official_exact	TMEM184C	TMEM184C	6251.36098976101	-0.0170466346296364	-0.0971876543170809	1.0	TMEM184C	True
TMEM187	4.96e-10	-0.942624783	0.029	0.048	9.22e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM187	8269	official_exact	TMEM187	TMEM187	512.911968935511	-0.0448641846281483	-0.184170195561464	0.758518122639501	TMEM187	True
TMEM19	3.1500000000000003e-56	-0.590984715	0.082	0.116	5.86e-52	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM19	55266	official_exact	TMEM19	TMEM19	4181.25179691177	-0.023268906569437	-0.13248516154554	1.0	TMEM19	True
TMEM192	9.95e-25	-0.773489689	0.072	0.106	1.85e-20	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM192	201931	official_exact	TMEM192	TMEM192	5920.18167229076	0.0197510683826673	0.121406947120012	1.0	TMEM192	True
TMEM200C	1.66e-61	-0.590509567	0.046	0.069	3.09e-57	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM200C	645369	official_exact	TMEM200C	TMEM200C	943.851717564631	-0.156481210196342	-0.771498981342317	0.647869482189228	TMEM200C	True
TMEM222	3.04e-100	-0.945779487	0.026	0.048	5.65e-96	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM222	84065	official_exact	TMEM222	TMEM222	3932.72979965873	-0.242576571934364	-1.33743638848504	0.497175215655184	TMEM222	True
TMEM229A	1.58e-12	-0.654578755	0.014	0.023	2.94e-08	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM229A	730130	official_exact	TMEM229A	TMEM229A	410.465336577798	-0.590105315897634	-2.77099427825668	0.0794715746809109	TMEM229A	True
TMEM238L	3.8399999999999995e-40	-0.861176354	0.007	0.016	7.14e-36	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM238L	100289255	official_exact	TMEM238L	TMEM238L	670.701382073713	-1.51894416034702	-3.26516099719698	0.0320139307762898	LINC00675	True
TMEM246	2.23e-30	-0.861666493	0.031	0.049	4.1500000000000003e-26	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM246	84302	unique_synonym	PGAP4	PGAP4	7679.17776793132	-0.388599049022026	-1.47910268012518	0.48232781488684	TMEM246	True
